sample_id,dataset,method,label,answer,num_nodes,num_edges,num_induced_nodes,num_induced_edges,num_candidates,num_selected,objective,mean_pairwise_similarity,latency_sec,selected_node_count,selected_edge_count,llm_eval_ready
744,explaGraphs,osrcd,support,support,4,4,4,4,5,1,0.9773048333824319,0.0,0.022074460983276367,4.0,4.0,1.0
745,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9419788392147573,0.0,0.020774126052856445,4.0,3.0,1.0
746,explaGraphs,osrcd,counter,counter,5,4,5,4,8,1,0.9575792863432249,0.0,0.027541160583496094,5.0,4.0,1.0
747,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9646312135853556,0.0,0.03234601020812988,6.0,5.0,1.0
748,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9525360448079758,0.0,0.04634356498718262,7.0,6.0,1.0
749,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9503261966806639,0.0,0.04682350158691406,7.0,6.0,1.0
750,explaGraphs,osrcd,support,support,8,7,8,7,18,1,0.9589429022825613,0.0,0.06534171104431152,8.0,7.0,1.0
751,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9419518884673749,0.0,0.03386735916137695,6.0,5.0,1.0
752,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9467949268242183,0.0,0.024600505828857422,5.0,4.0,1.0
753,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9596539229939031,0.0,0.02156686782836914,4.0,3.0,1.0
754,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9590212869274759,0.0,0.025963783264160156,5.0,4.0,1.0
755,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9245031322808533,0.0,0.027209758758544922,5.0,4.0,1.0
756,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9727583521572609,0.0,0.025278806686401367,5.0,4.0,1.0
757,explaGraphs,osrcd,support,support,5,5,5,5,9,1,0.9440231859470635,0.0,0.030259132385253906,5.0,5.0,1.0
758,explaGraphs,osrcd,counter,counter,4,3,4,3,4,1,0.9779416320397984,0.0,0.026073932647705078,4.0,3.0,1.0
759,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9659026832653083,0.0,0.02748584747314453,5.0,4.0,1.0
760,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9258639416844724,0.0,0.027528047561645508,5.0,4.0,1.0
761,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9522385105260533,0.0,0.02092146873474121,4.0,3.0,1.0
762,explaGraphs,osrcd,counter,counter,8,7,8,7,18,1,0.9321122294330167,0.0,0.06591153144836426,8.0,7.0,1.0
763,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9404826695743056,0.0,0.04008197784423828,6.0,5.0,1.0
764,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9565821400781456,0.0,0.019865036010742188,4.0,3.0,1.0
765,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9577231834462989,0.0,0.020716190338134766,4.0,3.0,1.0
766,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9709868710148848,0.0,0.022767066955566406,5.0,4.0,1.0
767,explaGraphs,osrcd,counter,counter,5,5,5,5,9,1,0.9532782228606205,0.0,0.028946638107299805,5.0,5.0,1.0
768,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9778034145911989,0.0,0.02516770362854004,5.0,4.0,1.0
769,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9454389068192804,0.0,0.03320431709289551,6.0,5.0,1.0
770,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.941005511434789,0.0,0.019603252410888672,4.0,3.0,1.0
771,explaGraphs,osrcd,counter,counter,4,3,4,3,4,1,0.9641869143310609,0.0,0.021413326263427734,4.0,3.0,1.0
772,explaGraphs,osrcd,support,support,8,7,8,7,18,1,0.9588347971126234,0.0,0.06462979316711426,8.0,7.0,1.0
773,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9436964607893421,0.0,0.024925947189331055,5.0,4.0,1.0
774,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9685235801040962,0.0,0.019589662551879883,4.0,3.0,1.0
775,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9641743569131337,0.0,0.027187585830688477,5.0,4.0,1.0
776,explaGraphs,osrcd,counter,counter,5,4,5,4,8,1,0.9595938059472418,0.0,0.027375221252441406,5.0,4.0,1.0
777,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9811177855102489,0.0,0.020284175872802734,4.0,3.0,1.0
778,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9601921448210515,0.0,0.02011895179748535,4.0,3.0,1.0
779,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9507375682440149,0.0,0.024524211883544922,5.0,4.0,1.0
780,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9788610603575021,0.0,0.020456314086914062,4.0,3.0,1.0
781,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9766770759455132,0.0,0.018985748291015625,4.0,3.0,1.0
782,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.948856923104357,0.0,0.046526432037353516,7.0,6.0,1.0
783,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9469310727664911,0.0,0.02113938331604004,4.0,3.0,1.0
784,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9850368600025013,0.0,0.02452850341796875,5.0,4.0,1.0
785,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9470482511614218,0.0,0.027386188507080078,5.0,4.0,1.0
786,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9446762080540085,0.0,0.020815134048461914,4.0,3.0,1.0
787,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9592501422463212,0.0,0.02454400062561035,5.0,4.0,1.0
788,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9571517447505772,0.0,0.021471500396728516,4.0,3.0,1.0
789,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9878229524544692,0.0,0.0195467472076416,4.0,3.0,1.0
790,explaGraphs,osrcd,counter,counter,5,4,5,4,8,1,0.9481726320434787,0.0,0.027492523193359375,5.0,4.0,1.0
791,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9257804486523136,0.0,0.024657249450683594,5.0,4.0,1.0
792,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9737158878120877,0.0,0.020751953125,4.0,3.0,1.0
793,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9477176420570376,0.0,0.040312767028808594,6.0,5.0,1.0
794,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9589993233919883,0.0,0.0257723331451416,5.0,4.0,1.0
795,explaGraphs,osrcd,support,support,9,8,9,8,22,1,0.9494280942536344,0.0,0.09844255447387695,9.0,8.0,1.0
796,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.953212418815461,0.0,0.025117874145507812,5.0,4.0,1.0
797,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.975326976426124,0.0,0.02053976058959961,4.0,3.0,1.0
798,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9536030663086602,0.0,0.03478264808654785,6.0,5.0,1.0
799,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.950840756708149,0.0,0.030655622482299805,5.0,4.0,1.0
800,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9348964741205713,0.0,0.02451467514038086,5.0,4.0,1.0
801,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.972843492998754,0.0,0.020839691162109375,4.0,3.0,1.0
802,explaGraphs,osrcd,counter,counter,9,8,9,8,22,1,0.9528314612526135,0.0,0.09750175476074219,9.0,8.0,1.0
803,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9538449326808965,0.0,0.0209043025970459,4.0,3.0,1.0
804,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9548857304805664,0.0,0.02738213539123535,5.0,4.0,1.0
805,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9470152727432561,0.0,0.024098634719848633,5.0,4.0,1.0
806,explaGraphs,osrcd,support,support,8,7,8,7,18,1,0.9547639293324907,0.0,0.06481814384460449,8.0,7.0,1.0
807,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9449532977941063,0.0,0.025167465209960938,5.0,4.0,1.0
808,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9485222429374738,0.0,0.024551868438720703,5.0,4.0,1.0
809,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9790502112882105,0.0,0.019841432571411133,4.0,3.0,1.0
810,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.981051489019887,0.0,0.02021002769470215,4.0,3.0,1.0
811,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.961549642901633,0.0,0.023984193801879883,5.0,4.0,1.0
812,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.952656817656821,0.0,0.021555185317993164,4.0,3.0,1.0
813,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9279899305895576,0.0,0.020556926727294922,4.0,3.0,1.0
814,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9635986625105295,0.0,0.020540475845336914,4.0,3.0,1.0
815,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9769186638798072,0.0,0.03273177146911621,6.0,5.0,1.0
816,explaGraphs,osrcd,support,support,8,7,8,7,18,1,0.9589149471978973,0.0,0.06503033638000488,8.0,7.0,1.0
817,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9273280977353707,0.0,0.02221536636352539,4.0,3.0,1.0
818,explaGraphs,osrcd,counter,counter,4,3,4,3,4,1,0.9507460830182307,0.0,0.021361351013183594,4.0,3.0,1.0
819,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9687886118834678,0.0,0.020475387573242188,4.0,3.0,1.0
820,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9590631962055822,0.0,0.03287243843078613,6.0,5.0,1.0
821,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9398899914669343,0.0,0.020954370498657227,4.0,3.0,1.0
822,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9531872999144753,0.0,0.02723860740661621,5.0,4.0,1.0
823,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.939228939154428,0.0,0.021668672561645508,4.0,3.0,1.0
824,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9524516169138532,0.0,0.021416664123535156,4.0,3.0,1.0
825,explaGraphs,osrcd,counter,counter,5,4,5,4,8,1,0.9809167806117176,0.0,0.026927709579467773,5.0,4.0,1.0
826,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9419106039926171,0.0,0.021496057510375977,4.0,3.0,1.0
827,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9625396804741847,0.0,0.019558191299438477,4.0,3.0,1.0
828,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9519536415768095,0.0,0.020616531372070312,4.0,3.0,1.0
829,explaGraphs,osrcd,counter,counter,8,8,8,8,20,1,0.9404934295844468,0.0,0.06964278221130371,8.0,8.0,1.0
830,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9455806831032642,0.0,0.0254514217376709,5.0,4.0,1.0
831,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.97099382245529,0.0,0.03317832946777344,6.0,5.0,1.0
832,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9534351608235765,0.0,0.02079939842224121,4.0,3.0,1.0
833,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9619825237340033,0.0,0.019492149353027344,4.0,3.0,1.0
834,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9323271941119823,0.0,0.020870208740234375,4.0,3.0,1.0
835,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9828140204702668,0.0,0.020731449127197266,4.0,3.0,1.0
836,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9706566091824519,0.0,0.02003026008605957,4.0,3.0,1.0
837,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9428856135580098,0.0,0.024525880813598633,5.0,4.0,1.0
838,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9775176515899362,0.0,0.02021002769470215,4.0,3.0,1.0
839,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9481499686168297,0.0,0.021396160125732422,4.0,3.0,1.0
840,explaGraphs,osrcd,support,support,7,7,7,7,17,1,0.9549677064059444,0.0,0.05412864685058594,7.0,7.0,1.0
841,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9529552910900788,0.0,0.024764299392700195,5.0,4.0,1.0
842,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.950444542794043,0.0,0.02037215232849121,4.0,3.0,1.0
843,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9559054620185529,0.0,0.020809650421142578,4.0,3.0,1.0
844,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9315878612437034,0.0,0.02430105209350586,5.0,4.0,1.0
845,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.941636818007628,0.0,0.020821094512939453,4.0,3.0,1.0
846,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9590795659314093,0.0,0.027075767517089844,5.0,4.0,1.0
847,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9695039171525786,0.0,0.024243831634521484,5.0,4.0,1.0
848,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.940889561438494,0.0,0.027522563934326172,5.0,4.0,1.0
849,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9616203981498614,0.0,0.02464890480041504,5.0,4.0,1.0
850,explaGraphs,osrcd,counter,counter,7,7,7,7,16,1,0.9602582705130379,0.0,0.05080533027648926,7.0,7.0,1.0
851,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9688165553875864,0.0,0.02071547508239746,4.0,3.0,1.0
852,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9207559750866251,0.0,0.020616769790649414,4.0,3.0,1.0
853,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9652637603994552,0.0,0.019594669342041016,4.0,3.0,1.0
854,explaGraphs,osrcd,support,support,8,8,8,8,20,1,0.9562736847862788,0.0,0.06996297836303711,8.0,8.0,1.0
855,explaGraphs,osrcd,counter,counter,5,4,5,4,8,1,0.9519200264941331,0.0,0.027530670166015625,5.0,4.0,1.0
856,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9790294936400175,0.0,0.0206756591796875,4.0,3.0,1.0
857,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9625328446552778,0.0,0.020572423934936523,4.0,3.0,1.0
858,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9684691873024704,0.0,0.027310848236083984,5.0,4.0,1.0
859,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9644844698193901,0.0,0.020712852478027344,4.0,3.0,1.0
860,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.964197023982869,0.0,0.01982402801513672,4.0,3.0,1.0
861,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9456963775595261,0.0,0.020490407943725586,4.0,3.0,1.0
862,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9528417137006513,0.0,0.03272414207458496,6.0,5.0,1.0
863,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9638339414873902,0.0,0.04659533500671387,7.0,6.0,1.0
864,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9338864380105986,0.0,0.024646997451782227,5.0,4.0,1.0
865,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9691493589564132,0.0,0.0195925235748291,4.0,3.0,1.0
866,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9715670580927219,0.0,0.024550199508666992,5.0,4.0,1.0
867,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9208283546833144,0.0,0.026989221572875977,5.0,4.0,1.0
868,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9647903009526443,0.0,0.02392721176147461,5.0,4.0,1.0
869,explaGraphs,osrcd,support,support,6,5,6,5,12,1,0.9438129078063667,0.0,0.036604881286621094,6.0,5.0,1.0
870,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9385211542385556,0.0,0.027616262435913086,5.0,4.0,1.0
871,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9776651984442629,0.0,0.01962733268737793,4.0,3.0,1.0
872,explaGraphs,osrcd,counter,counter,5,4,5,4,8,1,0.9367988042241191,0.0,0.027496814727783203,5.0,4.0,1.0
873,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9499841654709964,0.0,0.024718761444091797,5.0,4.0,1.0
874,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9232561537111832,0.0,0.03249669075012207,6.0,5.0,1.0
875,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9587116464222273,0.0,0.02164173126220703,4.0,3.0,1.0
876,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9589220615239219,0.0,0.020108938217163086,4.0,3.0,1.0
877,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9429750601183846,0.0,0.020622968673706055,4.0,3.0,1.0
878,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9503182323856885,0.0,0.02423548698425293,5.0,4.0,1.0
879,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.958779558116581,0.0,0.02018427848815918,4.0,3.0,1.0
880,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9711622285834892,0.0,0.022727012634277344,5.0,4.0,1.0
881,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9341856193375632,0.0,0.026931285858154297,5.0,4.0,1.0
882,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9766265266475503,0.0,0.018895626068115234,4.0,3.0,1.0
883,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9579895275618623,0.0,0.024648189544677734,5.0,4.0,1.0
884,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.950927124034808,0.0,0.024448633193969727,5.0,4.0,1.0
885,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.943123330115359,0.0,0.02745985984802246,5.0,4.0,1.0
886,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.963699627869144,0.0,0.01974010467529297,4.0,3.0,1.0
887,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9508887582449598,0.0,0.024498462677001953,5.0,4.0,1.0
888,explaGraphs,osrcd,support,support,4,4,4,4,4,1,0.9638273338629988,0.0,0.021592140197753906,4.0,4.0,1.0
889,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9794218793955802,0.0,0.01960277557373047,4.0,3.0,1.0
890,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9681856781890741,0.0,0.02422332763671875,5.0,4.0,1.0
891,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9572197271783158,0.0,0.024210453033447266,5.0,4.0,1.0
892,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9696622034773994,0.0,0.024491548538208008,5.0,4.0,1.0
893,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9580491022351839,0.0,0.01972341537475586,4.0,3.0,1.0
894,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9772905360581937,0.0,0.024645566940307617,5.0,4.0,1.0
895,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9562050208759777,0.0,0.024982690811157227,5.0,4.0,1.0
896,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9424955774402204,0.0,0.02689075469970703,5.0,4.0,1.0
897,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9576763308961371,0.0,0.020971298217773438,4.0,3.0,1.0
898,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9398976708764835,0.0,0.024477243423461914,5.0,4.0,1.0
899,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9494486381926462,0.0,0.02461719512939453,5.0,4.0,1.0
900,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9510272208607533,0.0,0.02448749542236328,5.0,4.0,1.0
901,explaGraphs,osrcd,support,support,6,5,6,5,12,1,0.9359977283790302,0.0,0.03761887550354004,6.0,5.0,1.0
902,explaGraphs,osrcd,counter,counter,5,4,5,4,8,1,0.9539477477865739,0.0,0.02762746810913086,5.0,4.0,1.0
903,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9545112091393457,0.0,0.024710416793823242,5.0,4.0,1.0
904,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9466114267432727,0.0,0.027524232864379883,5.0,4.0,1.0
905,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9507238618188798,0.0,0.027456045150756836,5.0,4.0,1.0
906,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9588377828506509,0.0,0.02481222152709961,5.0,4.0,1.0
907,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9319616428022675,0.0,0.024483919143676758,5.0,4.0,1.0
908,explaGraphs,osrcd,support,support,4,4,4,4,5,1,0.9591530034031531,0.0,0.020956754684448242,4.0,4.0,1.0
909,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9786014293364405,0.0,0.023860692977905273,5.0,4.0,1.0
910,explaGraphs,osrcd,counter,counter,4,3,4,3,4,1,0.9609216544702742,0.0,0.021710634231567383,4.0,3.0,1.0
911,explaGraphs,osrcd,support,support,7,7,7,7,17,1,0.9340722114153257,0.0,0.054283857345581055,7.0,7.0,1.0
912,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9432358868239832,0.0,0.025293588638305664,5.0,4.0,1.0
913,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9735011741112388,0.0,0.02020740509033203,4.0,3.0,1.0
914,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9406736186502502,0.0,0.02471327781677246,5.0,4.0,1.0
915,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9461412702395873,0.0,0.0246737003326416,5.0,4.0,1.0
916,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9674741563163942,0.0,0.020767688751220703,4.0,3.0,1.0
917,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9379282668692528,0.0,0.020671606063842773,4.0,3.0,1.0
918,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9644014522142224,0.0,0.027195453643798828,5.0,4.0,1.0
919,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9675314706474533,0.0,0.02439093589782715,5.0,4.0,1.0
920,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9659299809083574,0.0,0.025730133056640625,5.0,4.0,1.0
921,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9247042461518018,0.0,0.020824432373046875,4.0,3.0,1.0
922,explaGraphs,osrcd,support,support,4,4,4,4,4,1,0.9611929825363524,0.0,0.020607471466064453,4.0,4.0,1.0
923,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9417251688526754,0.0,0.024529218673706055,5.0,4.0,1.0
924,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9693470373839025,0.0,0.02748394012451172,5.0,4.0,1.0
925,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9439553723554258,0.0,0.0247495174407959,5.0,4.0,1.0
926,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9560038429061397,0.0,0.024476289749145508,5.0,4.0,1.0
927,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9542633560551288,0.0,0.019771337509155273,4.0,3.0,1.0
928,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9817970611769938,0.0,0.024280309677124023,5.0,4.0,1.0
929,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9473377134305552,0.0,0.02127218246459961,4.0,3.0,1.0
930,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9491361982787645,0.0,0.020598173141479492,4.0,3.0,1.0
931,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.942588115891731,0.0,0.019382238388061523,4.0,3.0,1.0
932,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9589261075112802,0.0,0.032712697982788086,6.0,5.0,1.0
933,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9632232733334501,0.0,0.020999908447265625,4.0,3.0,1.0
934,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9368715590836015,0.0,0.026814937591552734,5.0,4.0,1.0
935,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9645162443654277,0.0,0.024766921997070312,5.0,4.0,1.0
936,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9532866024889224,0.0,0.024077177047729492,5.0,4.0,1.0
937,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9511582639141768,0.0,0.021075725555419922,4.0,3.0,1.0
938,explaGraphs,osrcd,counter,counter,5,4,5,4,8,1,0.9499661507946867,0.0,0.027266979217529297,5.0,4.0,1.0
939,explaGraphs,osrcd,counter,counter,5,4,5,4,9,1,0.9347476334913749,0.0,0.029059648513793945,5.0,4.0,1.0
940,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9518453790060786,0.0,0.024338245391845703,5.0,4.0,1.0
941,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9566007258559037,0.0,0.020726442337036133,4.0,3.0,1.0
942,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9417132997586135,0.0,0.0457921028137207,7.0,6.0,1.0
943,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9426994032573303,0.0,0.022595882415771484,4.0,3.0,1.0
944,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9350874025167522,0.0,0.024642229080200195,5.0,4.0,1.0
945,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9638676262022164,0.0,0.02461719512939453,5.0,4.0,1.0
946,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9416644146882105,0.0,0.027093887329101562,5.0,4.0,1.0
947,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.976788178460768,0.0,0.024738073348999023,5.0,4.0,1.0
948,explaGraphs,osrcd,counter,counter,6,5,6,5,12,1,0.9658266428336294,0.0,0.037153005599975586,6.0,5.0,1.0
949,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9574095299235303,0.0,0.028583765029907227,5.0,4.0,1.0
950,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9510292366970001,0.0,0.024651527404785156,5.0,4.0,1.0
951,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9660954078783472,0.0,0.0207061767578125,4.0,3.0,1.0
952,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9489960777727185,0.0,0.030236005783081055,5.0,4.0,1.0
953,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.960356673882079,0.0,0.02753734588623047,5.0,4.0,1.0
954,explaGraphs,osrcd,support,support,4,4,4,4,4,1,0.9360607516668166,0.0,0.02185964584350586,4.0,4.0,1.0
955,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.930679693330224,0.0,0.020613670349121094,4.0,3.0,1.0
956,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9594273548907146,0.0,0.027270078659057617,5.0,4.0,1.0
957,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9730001341806409,0.0,0.020815134048461914,4.0,3.0,1.0
958,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9544707173504963,0.0,0.032273054122924805,6.0,5.0,1.0
